tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3465728,36005008500,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026880048,1,942300,HOUSING DEV. FUND COR,39,1925,1,850 Longwood Avenue
,3465738,36005007900,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026750050,,281250,ALEXANDER AVENUE ASSO,10,1920,1,846 East 156 Street
,3465752,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026890009,,1147950,HP LONGWOOD GARDENS H,25,2009,1,850 East 161 Street
,3465757,36005007500,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026360039,1,194688,QUADRANT PROPERTIES H,10,1906,1,749 Jackson Avenue
,3465791,36005025500,Kingsbridge Heights/Mosholu,City Council District 14,BX 07 - Kingsbridge Heights/Bedford,Bronx,New York City,2032250007,1,724050,WEST SIDE BRONX LLC,48,1941,1,111 West 183 Street
,3465793,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028690110,,797400,NYC HOUSING AUTHORITY,34,1925,1,1920 Harrison Avenue
,3465794,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028630016,,436050,1988 DAVIDSON LLC,16,1926,1,2024 Davidson Avenue
,3465802,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028680129,1,266400,RECLAIM HOUSING DEVEL,21,1915,1,1982 University Avenue
1,3465808,36005021502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028660110,1,482850,1731 HARRISON AVENUES,40,1928,1,1731 Harrison Avenue
,3465837,36005021700,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028670125,,1246050,WEST TREMONT HOUSING,61,2013,1,92 West Tremont Avenue
,3465840,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028700016,1,544050,RECLAIM ROUND II HOUS,48,1924,1,2010 Grand Avenue
,3465851,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028690040,1,519300,RECLAIM ROUND II HOUS,38,1925,1,67 West Tremont Avenue
,3465861,36005021501,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028780178,1,1429650,ANDREWS/KELLY HOUSING,66,1927,1,1730 Andrews Avenue South
,3465888,36005022300,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028340001,1,6966900,ROOSEVELT GARDENS ASS,291,1923,14,1455 Grand Concourse
,3465903,36005020900,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028450020,1,742950,"CRENULATED COMPANY,LT",60,1928,1,1550 Townsend Avenue
,3465914,36005022101,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2028420029,1,492750,ARTHUR ELLIOT AVENUES,43,1925,1,25 Elliot Place
1,3465921,36005021700,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028670139,1,455850,DAVIDSON AVE SIP HSNG,40,1930,1,1815 Davidson Avenue
,3465925,36005017902,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2028310061,1,939150,1365 LLC,42,1926,1,1365 Sheridan Avenue
,3465940,36005021502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028760165,,557550,BAAC REALTY INC,32,1924,1,1684 Nelson Avenue
,3465943,36005022102,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2028400088,1,637650,CLARKE-WALTON LLC,48,1927,1,121 Clarke Place East
,3465944,36005022701,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028260034,1,1592100,"PROMESA FOUNDATION, I",51,2005,1,115 Henwood Place
,3465954,36005021700,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028670047,1,1582650,1711 DAVIDSON AVENUE,87,1928,1,1711 Davidson Avenue
,3465961,36005021502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028760031,,405900,ARISTA UAC PROPERTIES,31,1921,1,65 Featherbed Lane
,3465962,36005022300,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028330014,1,1653750,152-156 EAST 171 STRE,76,1924,1,152 East 171 Street
,3465967,36005017902,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2028310024,1,582750,ZEVRONE REALTY CORP,47,1927,1,1315 Sheridan Avenue
,3465968,36005022300,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2028430018,,676350,1425 HOLDING,48,1939,1,1425 Townsend Avenue
,3465969,36005021502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028760171,,889200,"ASHLEY'S ESTATES, LLC",31,2013,1,1698 Nelson Avenue
,3465978,36005021502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028760167,1,768600,"RYTY FOREVER, LLC",33,2013,1,1690 Nelson Avenue
,3465982,36005022702,University Heights/Fordham,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028470029,,754650,THE CRENULATED COMPAN,49,1925,1,1585 Townsend Avenue
,3465984,36005020900,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028450027,1,505800,CRENULATED COMPANY,48,1928,1,1560 Townsend Avenue
,3465991,36005020900,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028450001,1,738900,"CRENULATED COMPANY,LT",54,1926,1,1503 Walton Avenue
,3465997,36005022300,Highbridge/South Concourse,City Council District 14,BX 04 - Highbridge/Concourse,Bronx,New York City,2028330026,1,609750,STANDY ONE ASSOCIATES,27,1916,1,1417 Grand Concourse
,3466002,36005017702,Highbridge/South Concourse,City Council District 16,BX 04 - Highbridge/Concourse,Bronx,New York City,2027850024,1,291600,ZEVRONE REALTY CORP,26,1923,1,1346 Morris Avenue
,3466014,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028690116,,609300,NYC HOUSING AUTHORITY,34,1925,1,1930 Harrison Avenue
1,3466015,36005021700,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028610135,1,318150,DAVIDSON AVENUE SIP H,35,1927,1,1822 Davidson Avenue
,3466033,36005024501,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028790117,1,353700,RECLAIM HOUSING DEVEL,32,1924,1,1821 University Avenue
,3466034,36005024502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2032280009,1,680400,1901 HENNESSY LLC,42,1930,1,1901 Hennessy Place
,3466049,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027090040,,187083,811-827 FOX ST HSNGET,8,1907,1,823 Fox Street
,3466064,36005008900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027220040,,2809800,E.C.HSING DEVLP FUNDC,124,1985,1,887 Southern Boulevard
1,3466070,36005015900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027240005,,5478750,PRC WESTCHESTER AVENU,236,1981,4,975 Simpson Street
,3466071,36005008900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027320008,,1181700,EXPO DEVELOPMENT CORP,58,1923,1,824 Southern Boulevard
,3466075,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027030021,,744300,SEBCO/BANANA KELLY AS,39,1931,2,915 Kelly Street
,3466095,36005008500,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027070074,,1615500,"SOUTHERN BLVD I, L.P.",46,1924,1,775 Fox Street
,3466100,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026960001,1,266850,BANANA KELLY LONGWOOD,19,1925,1,911 Longwood Avenue
,3466101,36005012901,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027040012,,192150,ROSINA ASSOCIATES L.P,21,1907,1,994 Intervale Avenue
,3466120,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027090008,,145744,818-862 BECK ST. ASSO,9,1907,1,830 Beck Street
,3466121,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026970019,,692100,SEBCO IV ASSOCIATES,27,1915,1,939 East 163 Street
,3466124,36005020502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028770453,1,688050,ANDREWS PLAZA HOUSING,33,1921,1,1800 Popham Avenue
,3466127,36005020502,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028770543,1,498150,ANDREWS PLAZA HOUSING,25,1925,1,1785 Popham Avenue
,3466136,36005024700,University Heights/Fordham,City Council District 16,BX 05 - Fordham/University Heights,Bronx,New York City,2028810040,,3292200,1854 CEDAR AVENUE HDF,106,2010,7,1854 Cedar Avenue
,3466164,36005021501,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028780126,,1235250,MONTGOMERY REALTY ASS,66,1927,1,1730 Montgomery Avenue
,3466185,36005024700,University Heights/Fordham,City Council District 16,BX 05 - Fordham/University Heights,Bronx,New York City,2028810084,1,3297150,M 1849 LLC,147,1963,2,1849 Sedgwick Avenue
,3466189,36005021501,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028780120,1,481050,1710 MONTGOMERY REALT,50,1927,1,1700 Montgomery Avenue
,3466216,36005030701,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059037501,,5458052,,65,2006,1,640 West 237 Street
,3466251,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028630008,1,305100,1992 DAVIDSON LLC,16,1925,1,1992 Davidson Avenue
,3466252,36005024300,University Heights/Fordham,City Council District 14,BX 05 - Fordham/University Heights,Bronx,New York City,2028690009,1,648000,1820 HARRISON REALTY,75,1962,1,1820 Harrison Avenue
,3466281,36005026900,Kingsbridge Heights/Mosholu,City Council District 14,BX 07 - Kingsbridge Heights/Bedford,Bronx,New York City,2032367501,,324450,,137,2015,1,233 Landing Road
,3466286,36005026900,Kingsbridge Heights/Mosholu,City Council District 14,BX 07 - Kingsbridge Heights/Bedford,Bronx,New York City,2032360175,,528300,FORDHAM HILL OVAL,29,1964,1,2455 Sedgwick Avenue
,3466408,36005030701,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059047501,,873449,,12,2004,1,3800 Blackstone Avenue
,3466472,36005030701,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059111102,,1589400,4601 OWNERS CORP CO G,52,1951,1,4601 Henry Hudson Pkwy W
1,3466510,36005030900,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059190448,,3930750,HUDSON MANOR TERRACE,104,1954,2,3750 Hudson Manor Terrace
,3466521,36005029500,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057850284,,1967850,3235 CAMBRIDGE OWNERS,77,1960,1,5620 Sylvan Avenue
,3466540,36005029700,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057887501,,4475704,,26,2004,1,3220 Arlington Avenue
,3466581,36005030701,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059067501,,1132202,,12,2004,1,628 West 238 Street
,3466602,36005029500,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057987502,,2002059,,23,2003,1,3625 Oxford Avenue
,3466728,36005029302,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057230088,,726806,536 KAPPOCK LLC,10,2008,1,536 Kappock Street
,3466733,36005029301,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057450001,,5054850,RIVER TERRACE APTS IN,180,1962,1,2621 Palisade Avenue
,3466802,36005030100,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057470628,1,4774950,HH REALTY LLC,57,2013,5,2727 Henry Hudson Pkwy W
,3466811,36005030900,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2059200653,,5714100,MANOR TOWER OWNRS COR,185,1963,1,3671 Hudson Manor Terrace
,3466814,36005030100,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057500500,,10955250,BON SECOURS NEW YORK,120,1984,1,2973 Independence Avenue
,3466822,36005029500,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057987501,,655200,,15,2002,1,3614 Johnson Avenue
,3466897,36005029700,Riverdale/Kingsbridge,City Council District 11,BX 08 - Riverdale/Fieldston,Bronx,New York City,2057897502,,428402,,9,2006,1,3205 Arlington Avenue
,3466924,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027110017,1,579150,PRC SIMPSON STREET LL,26,1913,1,950 Kelly Street
,3466925,36005012901,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026990048,,331650,BANANA KELLY LONGWOOD,23,1925,1,993 Intervale Avenue
,3466929,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027120023,1,976050,PRC SIMPSON STREET LL,48,1910,1,940 Tiffany Street
,3466934,36005008500,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027070022,,686250,FOX STREET APARTMENTS,54,1923,1,737 Fox Street
,3466948,36005015900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027140061,,489150,PRC SIMPSON STREET LL,22,1912,1,983 East 163 Street
,3466954,36005008900,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027350046,,244800,BECK STREET CLUSTER L,19,1925,1,943 Bruckner Boulevard
,3466961,36005008700,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027090006,1,183280,CITY OF NEW YORK,9,1907,1,822 Beck Street
,3467075,36005008500,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2027200084,1,1400400,LONGWOOD RESIDENCES H,43,1922,1,775 Southern Boulevard
,3467205,36005007900,Mott Haven/Hunts Point,City Council District 17,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026650001,,6459750,NYC HOUSING AUTHORITY,429,1964,4,680 Tinton Avenue
,3467206,36005008300,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026030208,1,612450,QUADRANT PROPERTIES H,42,1928,1,1047 Avenue St John
,3467208,36005007900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026740021,,861750,UNION-SOUTHERN HOUSIN,60,1926,1,584 Union Avenue
,3467210,36005003500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025810026,,225000,HAZY REALTY CORP,21,1910,1,537 Tinton Avenue
1,3467215,36005008300,Mott Haven/Hunts Point,City Council District 8,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026030073,,1253250,TIMPSON PLACE ASSOCIA,50,1920,1,588 Timpson Place
,3467229,36005003500,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2025810028,,242550,HAZY REALTY CORP,21,1910,1,533 Tinton Avenue
1,3467231,36005008300,Mott Haven/Hunts Point,City Council District 17,BX 02 - Hunts Point/Longwood,Bronx,New York City,2026840054,,451800,664-672 BECK STREET H,42,1925,1,664 Beck Street
,3467232,36005007900,Mott Haven/Hunts Point,City Council District 8,BX 01 - Mott Haven/Melrose,Bronx,New York City,2026530080,,466200,"TEGFORD REALTY,",22,1910,1,795 East 151 Street
