tax_delinquency,cartodb_id,tract_10,sba_name,ccd_name,cd_name,boro_name,city_name,bbl,ser_violation,assessed_value,owner_name,res_units,year_built,buildings,standard_address
,3730574,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018070008,,123346,"DOLEV PROPERTIES, LLC",8,2006,1,1095 Bedford Avenue
,3730578,36047023300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019410041,1,312750,282 SKILLMAN REALTY,5,2007,1,282 Skillman Street
,3730599,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017620069,,204750,JUDAH ASSOCIATES LTDP,16,1900,1,234 Spencer Street
,3730613,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019280025,,108125,IMPACCT HOUSING DEVEL,8,1905,1,193 Skillman Street
,3730683,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018020087,,153450,M & J QUINCY REALTY C,9,2012,1,195 Quincy Street
,3730684,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017620041,,2960550,BSP SPENCER LLC,47,2006,1,192 Spencer Street
,3730723,36047024100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017780032,,640800,PERSAM WHITE LLC,11,2009,1,11 Spencer Court
,3730741,36047024100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017837502,,166050,,6,2009,1,557 Lafayette Avenue
,3730760,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017887501,,169004,,8,2004,1,273 Clifton Place
,3730767,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018070013,,158400,GATES CLUSTER DEVELOP,16,1931,1,180 Quincy Street
,3730783,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017637501,,1625405,,18,2004,1,191 Spencer Street
,3730807,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018430020,1,1061100,ALHAMBRA ASSOCIATESL,46,1931,1,500 Nostrand Avenue
,3730834,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018280089,,404100,J M DEVELOPMENT GRPAS,16,1910,1,193 Jefferson Avenue
,3730862,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018280090,,143910,J M DEVELOPMENT GRPAS,8,1900,1,191 Jefferson Avenue
,3730865,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018230031,,171110,BSDC KINGS COVENANT H,8,1930,1,250 Madison Street
,3730867,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018230021,,83261,240 MADISON PARTNERS,8,1931,1,240 Madison Street
,3730877,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018170036,,445500,MHANY 2013 HOLDINGS H,20,1931,1,184 Monroe Street
,3730898,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017637505,,1511550,,18,2004,1,201 Spencer Street
,3730921,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017637504,,1632606,THE 195 SPENCER STREE,18,2004,1,195 Spencer Street
,3730930,36047023300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019500039,,394650,1056 BEDFORD LLC,7,2007,1,1056 Bedford Avenue
,3730935,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017637502,,867599,,18,2004,1,209 Spencer Street
,3730940,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017620072,,135149,551 DEKALB AVE. HDFC,8,1900,1,242 Spencer Street
,3730972,36047024100,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017630003,1,195303,221 SPENCER STREET HO,8,2014,2,221 Spencer Street
,3730982,36047024100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017837503,,315138,,8,,1,24 Kosciuszko Street
,3730985,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019287503,,514196,,8,2012,1,197 Skillman Street
,3730989,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019287504,,3946390,,23,2012,1,203 Skillman Street
,3731101,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018320050,,141717,BEDFORD VILLAGE HOUSI,8,1910,1,466 Nostrand Avenue
,3731117,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018330001,,342450,BEDFORD STUY NSA IIRE,12,1931,1,425 Nostrand Avenue
,3731125,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017940139,,626850,NYC HOUSING AUTHORITY,48,1970,1,384 Clifton Place
,3731126,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017700072,,282366,HP DCA BROOKLYN HOUSI,8,1973,1,47 Pulaski Street
,3731132,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080174,,1066500,NYC HOUSING AUTHORITY,32,1970,1,435 Gates Avenue
,3731138,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017890035,,130695,CROSS STATE DEVELOPME,8,1931,1,642 Lafayette Avenue
,3731142,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018020051,,2389500,NYC HOUSING AUTHORITY,95,1931,3,360 Nostrand Avenue
,3731183,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017740066,,166644,GIG MANAGEMENT INC,6,2009,1,655 Dekalb Avenue
,3731245,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018430001,,90279,BSDC NRP I LIMITED PA,6,1900,1,19 Arlington Place
,3731256,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018280092,,77584,"KAO, CHI",6,1901,2,187 Jefferson Avenue
,3731263,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018270060,,411300,BEDFORD VILLAGE HOUSI,12,1931,1,456 Nostrand Avenue
,3731312,36047024700,North Crown Heights/Prospect Heights,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018600074,1,1777500,JMP PROPERTIES LLC,70,1920,1,57 Herkimer Street
,3731348,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018370053,1,331200,NYC HOUSING DEVELOPME,25,1900,1,140 Hancock Street
,3731359,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018280091,1,136890,J M DEVELOPMENT GRPAS,8,1900,1,189 Jefferson Avenue
,3731413,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018340039,1,152215,EVERETT D JENNINGS AP,8,1900,1,400 Tompkins Avenue
,3731424,36047024700,North Crown Heights/Prospect Heights,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018610020,1,3036600,FULTON ST SOUTH REDVL,65,1985,1,1320 Fulton Street
,3731434,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018240070,1,1369800,CONCORD SENIOR RESIDE,31,1910,1,377 Putnam Avenue
,3731453,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017980020,,1701900,NEW YORK CITY HOUSING,48,1994,2,532 Greene Avenue
,3731456,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017890006,,1120500,265 NOSTRAND LLC,30,1931,1,265 Nostrand Avenue
,3731481,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018030076,1,549900,QUINCY MARCUS 504 DEV,17,1931,1,277 Quincy Street
,3731501,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018127501,,176350,,8,2007,1,179 Monroe Street
,3731515,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018180086,,205752,BEDFORD VILLAGE HOUSI,8,1910,1,221 Madison Street
,3731521,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018320049,,175950,JEFFERSON CLUSTER L.P,12,1910,1,464 Nostrand Avenue
,3731533,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018380022,1,88179,EVERETT D JENNINGS AP,5,1910,1,188 Hancock Street
,3731541,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018230029,1,171110,BSDC KINGS COVENANT H,8,1931,1,248 Madison Street
,3731571,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018230027,1,92872,EVERETT D. JENNINGS A,8,1931,1,246 Madison Street
,3731638,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018340042,1,80831,EVERETT D JENNINGS AP,7,1910,1,404 Tompkins Avenue
1,3731643,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018250003,,111771,365 TOMPKINS REALTY L,6,1910,1,365 Tompkins Avenue
,3731660,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018340037,,133629,396 TOMPKINS REALTYCO,8,1910,1,396 Tompkins Avenue
,3731700,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018510055,,248400,J M DEVELOPMENT GRPAS,16,1900,1,39 Mac Donough Street
,3731747,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018240056,,98152,EVERETT D JENNINGS AP,6,1931,1,401 Putnam Avenue
,3731781,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018340072,,242550,PROJECT TEEN AID HOUS,12,1900,1,243 Hancock Street
,3731828,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018540021,1,292500,J M DEVELOPMENT GRPAS,16,1931,1,44 Mac Donough Street
,3731830,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018240012,,3011850,CONCORD NURSING HOME,,1974,1,296 Madison Street
,3731847,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017880070,,427050,"281 CLIFTON PLACE, LL",12,1931,1,281 Clifton Place
,3731862,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018030074,1,306450,GATES CLUSTER DEVELOP,25,1931,1,281 Quincy Street
,3731906,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018030027,,952200,NYC HOUSING AUTHORITY,32,1970,1,306 Lexington Avenue
,3731910,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017850001,1,1837350,MARCY UPREAL LLC,41,2015,1,689 Marcy Avenue
,3731948,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080091,,215006,NOSRAT LLC,8,2015,1,417 Gates Avenue
,3731951,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017940054,,734850,NYC HOUSING AUTHORITY,48,1970,2,545 Greene Avenue
,3731958,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017980077,,1071000,NEW YORK CITY HOUSING,30,1994,1,305 Lexington Avenue
,3731963,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017940053,,349650,MARCY RESIDENCE LLC,8,2015,1,734 Marcy Avenue
,3731966,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018130083,1,612000,215-219 MONROE ASSOCI,43,1923,3,215 Monroe Street
,3732013,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018120042,,5888700,NORGATE BUSISNESS ASS,214,1923,1,372 Gates Avenue
,3732041,36047024500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018480001,,868500,MACON STREET DEVELOPM,22,1910,1,4 Macon Street
,3732059,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018280017,1,1735650,BSDC JOSHUA HOUSING D,52,1971,1,300 Putnam Avenue
,3732085,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017940121,,904500,NYC HOUSING AUTHORITY,48,1970,1,366 Clifton Place
,3732108,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080093,,477900,NOSRAT LLC,8,2014,1,415 Gates Avenue
,3732115,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080085,1,269550,GATES CLUSTER DEVELOP,17,1931,1,425 Gates Avenue
,3732133,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018030042,,952200,NYC HOUSING AUTHORITY,32,1970,1,308 Lexington Avenue
,3732145,36047024300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017880067,1,145916,HP DCA BROOKLYN HOUSI,8,1974,1,285 Clifton Place
,3732174,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017347514,,136461,,6,2004,1,94 Spencer Street
,3732179,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019000043,,151690,836-838 BEDFORD AVE L,9,2008,1,836 Bedford Avenue
,3732184,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022637504,,491401,,12,2002,1,721 Bedford Avenue
,3732199,36047023500,Brooklyn Heights/Fort Greene,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019110001,1,1157850,ST LUCY ST PATRICK HO,47,1928,1,918 Kent Avenue
,3732280,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018230081,,89754,EVERETT D JENNINGS AP,6,1931,1,319 Putnam Avenue
,3732341,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017740048,1,14802,MARCY 650 PROPERTY LL,8,1910,1,650 Marcy Avenue
,3732345,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017740010,1,518056,IMPACCT HOUSING DEVEL,8,1931,1,10 Pulaski Street
,3732371,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017890063,,196830,CROSS STATE DEVELOPME,8,1931,1,361 Clifton Place
,3732441,36047081600,East Flatbush,City Council District 41,BK 17 - East Flatbush,Brooklyn,New York City,3048570029,,349650,462 LENOX ROAD LLC,6,2007,1,460 Lenox Road
,3732458,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018140066,1,52317,291A MONROE YMJ LLC,6,1931,1,291A Monroe Street
,3732513,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018440050,,392850,FAMILY POWER PROJECTI,6,1910,1,178 Halsey Street
1,3732524,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018540014,,1228950,KINGSTON HEIGHTS APAR,16,1905,1,30 Mac Donough Street
,3732527,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018510058,,1687500,29 MACDONOUGH STREET,25,2013,1,29 Mac Donough Street
1,3732536,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018540016,,326700,KINGSTON HEIGHTS APAR,16,1905,1,32 Mac Donough Street
1,3732597,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017980040,,5436900,DOWBROOK REALTY CORP,151,1984,1,550 Greene Avenue
,3732605,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017700091,,562950,SALVATION ARMY PULASK,,2000,1,13 Pulaski Street
,3732615,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018030079,,256950,IMPACCT HOUSING DEVEL,12,1931,1,273 Quincy Street
,3732648,36047053100,Bedford Stuyvesant,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022357509,,1530457,,14,2007,1,8 Lynch Street
,3732666,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022047502,,1830595,,14,2004,1,616 Bedford Avenue
,3732764,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017897502,,129691,,7,2006,1,273 Nostrand Avenue
,3732883,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018350007,1,259200,BEDFORD VILLAGE HOUSI,10,1931,1,346 Jefferson Avenue
1,3732893,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022627507,,912152,,13,2004,1,730 Bedford Avenue
,3732894,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018837506,,227790,,5,2004,1,786 Kent Avenue
,3732898,36047053700,Williamsburg/Greenpoint,City Council District 33,BK 01 - Greenpoint/Williamsburg,Brooklyn,New York City,3022627506,,966601,,16,2004,1,417 Flushing Avenue
,3732908,36047123700,Bedford Stuyvesant,City Council District 33,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3019007512,1,220441,,10,1920,1,832 Bedford Avenue
,3732947,36047024900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018500018,,122496,JEFFERSON CLUSTER L.P,8,1900,1,100 Macon Street
,3732948,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018130053,1,79256,GATES CLUSTER DEVELOP,6,1931,1,812 Marcy Avenue
1,3732951,36047024700,North Crown Heights/Prospect Heights,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018620014,,3784050,BEDFORD STUYVESANT RE,,1917,1,1380 Fulton Street
,3732968,36047026700,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018340038,,155889,398 TOMPKINS REALTY C,10,1910,1,398 Tompkins Avenue
1,3732989,36047026900,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018540012,,513000,KINGSTON HEIGHTS APAR,15,1905,1,24 Mac Donough Street
,3732999,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018190042,,332550,352 MONROE DEVELOPMEN,7,2013,1,338 Tompkins Avenue
,3733007,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017990009,1,231300,LARRY,12,1931,1,566 Marcy Avenue
,3733013,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018150017,1,462600,IMPACCT HOUSING DEVEL,14,1907,1,546 Gates Avenue
,3733027,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018150014,1,134369,"RALPH-GATES CLUSTER,",8,1931,1,540 Gates Avenue
,3733038,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750060,,239400,IMPACCT HOUSING DEVEL,18,1915,1,721 Dekalb Avenue
,3733045,36047025300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017740067,,166644,GIG MANAGEMENT INC,6,2009,1,653 Dekalb Avenue
,3733076,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080089,,215006,NOSRAT LLC,8,2015,1,419 Gates Avenue
,3733120,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017857501,,74529,,6,2004,1,174 Kosciuszko Street
,3733124,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017800024,1,361350,724-726 DEKALB LLC,14,1931,1,724 Dekalb Avenue
,3733139,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018140008,,119672,IMPACCT HOUSING DEVEL,8,1931,1,482 Gates Avenue
1,3733154,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017850020,1,4018500,MAGNOLIA PLAZA HDFC,101,1974,2,210 Kosciuszko Street
,3733163,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018100009,,78192,FREDDY BAEZ,6,1931,1,303 Tompkins Avenue
,3733175,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017990044,,2591550,NYC HOUSING AUTHORITY,123,1970,1,429 Lexington Avenue
,3733185,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750056,,141192,CORNER ESTSTES LLC,8,2008,1,737 Dekalb Avenue
,3733190,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018100007,1,103777,BSDC NRP I LIMITED PA,7,1910,1,307 Tompkins Avenue
,3733223,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750023,,1124100,"104 PULASKI STREET, L",14,2007,1,104 Pulaski Street
,3733234,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017810061,,1310850,PROVIDENCE KOSCIUSZKO,46,2011,1,275 Kosciuszko Street
,3733235,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018140002,,132269,IMPACCT HOUSING DEVEL,8,1910,1,468 Gates Avenue
,3733252,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750020,1,57920,NEB LP,6,1931,1,98 Pulaski Street
,3733261,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017760067,,2433600,SSJ REALTY DEVELOPMEN,70,2015,1,781 Dekalb Avenue
,3733263,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017860001,1,107762,JUDAH ASSOCIATES LTDP,8,1931,1,235 Tompkins Avenue
,3733275,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750051,,153450,IMPACCT HOUSING DEVEL,12,1905,1,745 Dekalb Avenue
,3733279,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018140007,,119672,IMPACCT HOUSING DEVEL,8,1931,1,480 Gates Avenue
,3733292,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017857502,,90798,,6,2006,1,176 Kosciuszko Street
,3733315,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750018,,121772,IMPACCT HOUSING DEVEL,6,1931,1,96 Pulaski Street
,3733336,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017750021,1,203400,NEB LP,20,1931,1,100 Pulaski Street
,3733337,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017910007,,61400,JUDAH ASSOCIATES LTDP,6,1931,1,249 Tompkins Avenue
,3733338,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018150015,1,266850,IMPACCT HOUSING DEVEL,19,1907,1,542 Gates Avenue
,3733365,36047025100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018080051,1,679050,SKIPP TO MY LILLY HOU,36,1931,2,784 Marcy Avenue
,3733378,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018040037,,101250,290 TOMPKINS AVE BG L,14,2004,2,288 Tompkins Avenue
,3733380,36047026500,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3018090062,,1589400,NYC HOUSING AUTHORITY,24,1972,2,499 Gates Avenue
,3733384,36047026100,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017867501,,220435,,7,,1,739 Lafayette Avenue
,3733390,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017910073,,5424,27 VAN BUREN LLC,7,1899,1,27 Van Buren Street
,3733391,36047026300,Bedford Stuyvesant,City Council District 36,BK 03 - Bedford Stuyvesant,Brooklyn,New York City,3017910074,,187022,25 VAN BUREN LLC,6,2014,1,25 Van Buren Street
